Id;Label;NumTransactions;Type;Latitude;Longitude
550;Kara;2;Location;9.541111;0.7876018299289109
551;Linden;3;Location;50.6019526;7.8504832
552;Sandy;3;Location;40.5664878;-111.838904
553;Villanueva;1;Location;22.33530125;-102.84335264563701
554;Essen;1;Location;51.4582235;7.0158171
555;Ube;7;Location;33.9516458;131.2468368
556;Beijing;1;Location;39.9020803;116.7185213
557;Moore;1;Location;35.8156121;-101.9104355
558;Chico;5;Location;39.7284945;-121.8374777
559;Harper;5;Location;37.1922068;-98.0835849
560;Grafton;1;Location;-29.69125;152.9333435
561;Auburn;5;Location;32.651488;-85.45353586259266
562;Pagani;1;Location;40.7498877;14.6133234
563;Hamburg;2;Location;53.550341;10.000654
564;Vaughan;1;Location;43.7941544;-79.5268023
565;Quincy;2;Location;42.2528772;-71.0022705
566;Jinja;2;Location;0.5465468;33.224816860928684
567;Vista;2;Location;33.2000368;-117.2425355
568;Tecate;3;Location;32.5653831;-116.6298787
569;Upland;1;Location;34.09751;-117.6483876
570;Un;5;Location;42.80115395;-1.658569528503289
571;Altos;1;Location;-5.0393915;-42.4611694
572;Sano;1;Location;36.3144119;139.578429
573;Ayr;1;Location;55.4628044;-4.6302502
574;Jupiter;2;Location;26.9342246;-80.0942087
575;Bender;2;Location;46.8218177;29.4819196
576;Melbourne;1;Location;-37.8142176;144.9631608
577;Tire;4;Location;38.0878154;27.721173034972082
578;Long Island;2;Location;40.85149705;-73.0994258107431
579;Virginia;1;Location;37.1232245;-78.4927721
580;Dubai;2;Location;25.0750095;55.18876088183319
581;Machado;2;Location;-21.6762861;-45.9211696
582;Carmel;2;Location;39.9788017;-86.1189257
583;Hampton;1;Location;37.0372925;-76.29654360002506
584;West End;1;Location;50.5496565;-102.418496
585;Honda;1;Location;5.210419;-74.7361921
586;Queenstown;2;Location;-45.0321923;168.661
587;Chatham;1;Location;51.3804845;0.5292758
588;Lacey;3;Location;47.0263876;-122.8072257
589;Sebastian;1;Location;35.1770785;-94.2654285
590;Griffith;1;Location;-34.2870772;146.0551022
591;Hopkins;1;Location;33.1368252;-95.5656578
592;La Barca;1;Location;41.4551144;-2.6215182
593;Denmark;1;Location;55.670249;10.3333283
594;Allen;4;Location;37.8882168;-95.3170208
595;Utrecht;1;Location;52.080985600000005;5.12768396945229
596;Ubud;1;Location;-8.5068977;115.2622931
597;Carlsbad;1;Location;33.1580933;-117.3505966
598;Croix;1;Location;50.6802124;3.1564365
599;Tooele;1;Location;40.4062872;-113.1966394
600;Bryant;1;Location;40.4661513;-90.0917851
601;Brisbane;1;Location;-27.4689682;153.0234991
602;Belmont;2;Location;48.4086571;7.2386756
603;Tonga;1;Location;-19.9160819;-175.2026424
604;Canterbury;1;Location;51.2800275;1.0802533
605;Christiana;1;Location;39.6651122;-75.6599297
606;Dole;1;Location;47.0921047;5.4925463
607;Rotterdam;3;Location;51.9228934;4.4631786
608;Tara;3;Location;56.902587;74.3698652
609;Florin;1;Location;50.2514227;4.6030187
610;Columbus;1;Location;39.9622601;-83.0007065
611;Maastricht;1;Location;50.85798545;5.6969881818221095
612;Union;1;Location;37.4616454;-89.2504793
613;Surrey;1;Location;51.2715316;-0.3414523511290909
614;Macau;3;Location;22.1757605;113.5514142
615;Cibolo;1;Location;29.5707831;-98.2330927
616;Wallingford;1;Location;51.5982316;-1.1252158
617;University;13;Location;51.7520849;-1.2516646208312259
618;Brazil;4;Location;-10.3333333;-53.2
619;Alvin;1;Location;29.4238472;-95.2441009
620;Vulcan;2;Location;45.3748642;23.2940874
621;Sydney;4;Location;-33.8548157;151.2164539
622;Walnut;1;Location;33.7085883;-117.7926096
623;Murray;2;Location;44.017855;-95.7615205
624;Luga;1;Location;15.2401304;-15.3441834
625;Campos;1;Location;-21.7558619;-41.3326895
626;Weston;2;Location;51.3471927;-2.9778916
627;Laramie;4;Location;41.311367;-105.591101
628;Lawrence;3;Location;38.9719384;-95.2359496
629;Oregon;5;Location;43.9792797;-120.737257
630;Milano;1;Location;45.4668;9.1905
631;Lima;1;Location;-12.0621065;-77.0365256
632;Lansing;1;Location;42.7337712;-84.5553805
633;Wau;1;Location;7.6999269;27.9910035
634;Tel Aviv;1;Location;32.0852997;34.7818064
635;Cambridge;18;Location;52.2034823;0.1235817
636;Pisa;2;Location;43.7159395;10.4018624
637;Bethany;1;Location;40.2683344;-94.0282861
638;Tallahassee;2;Location;30.4380832;-84.2809332
639;Ghana;1;Location;8.0300284;-1.0800271
640;Stow;1;Location;41.1596261;-81.4406258
641;Calabasas;3;Location;34.1446643;-118.6440973
642;Rho;2;Location;45.5285317;9.0401796
643;Marks;1;Location;51.7069911;46.7483653
644;Ireland;3;Location;52.865196;-7.9794599
645;Martinez;1;Location;38.0138934;-122.1338674
646;Tigre;1;Location;-34.4226513;-58.5808967
647;Foster;6;Location;47.4642277;-98.8815333
648;Rye;3;Location;46.8705;5.43056
649;Concord;4;Location;43.207178;-71.537476
650;Kandi;1;Location;24.455275450000002;83.7935303140361
651;Cyprus;1;Location;34.9823018;33.1451285
652;Austria;1;Location;47.2000338;13.199959
653;Portugal;3;Location;40.0332629;-7.8896263
654;Hudson;3;Location;42.7654433;-71.4397167
655;Sheridan;1;Location;39.3530598;-100.4576457
656;Lala;1;Location;24.58312935;92.59505839785001
657;Panama;1;Location;8.559559;-81.1308434
658;Boulder;1;Location;40.0149856;-105.2705456
659;Blacksburg;2;Location;37.2296566;-80.4136767
660;Keene;1;Location;42.933597;-72.2784264
661;Vincent;1;Location;46.7862;5.48925
662;Converse;3;Location;29.5180081;-98.3161241
663;Ljubljana;1;Location;46.0499803;14.5068602
664;Lisbon;4;Location;38.7077507;-9.1365919
665;Nicaragua;1;Location;12.6090157;-85.2936911
666;Addison;1;Location;41.931696;-87.9889556
667;Yulin;1;Location;38.2852957;109.7287583
668;Finland;2;Location;63.2467777;25.9209164
669;Asheville;2;Location;35.6009498;-82.5540161
670;Uga;4;Location;48.85636005;103.47449744974568
671;Derby;2;Location;52.9212617;-1.4761491
672;Seoul;2;Location;37.5666791;126.9782914
673;Stanley;1;Location;-51.6950575;-57.8491693
674;Kenda;1;Location;35.6641749;5.57025
675;Luxor;2;Location;25.702096;32.647186
676;Kendall;1;Location;29.943885;-98.7258845
677;Canning;1;Location;-32.0491795;115.90227433227689
678;Wenatchee;1;Location;47.4234599;-120.3103494
679;Vienna;4;Location;48.2083537;16.3725042
680;Blaine;1;Location;41.9195837;-99.979237
681;Pickering;1;Location;43.835765;-79.090576
682;Bergen;1;Location;60.3943055;5.3259192
683;Preston;1;Location;53.7593363;-2.6992717
684;Brownsville;1;Location;25.9140256;-97.4890856
685;Brest;1;Location;48.3905283;-4.4860088
686;Monaco;1;Location;43.73844905;7.424224092532953
687;Nakama;1;Location;33.8164202;130.7090761
688;Morton;1;Location;37.1960735;-101.8099541
689;Dalton;1;Location;46.173849;-95.915609
690;Zamora;1;Location;41.6857693;-5.942315018340977
691;Padang;1;Location;-0.9247587;100.3632561
692;Wa;1;Location;47.2868352;-120.2126139
693;Condado;1;Location;-0.1032661;-78.5045937
694;Kamal;1;Location;-6.1138478;106.69879468612457
695;Abay;1;Location;43.211494;76.761475
696;Senegal;1;Location;14.4750607;-14.4529612
697;Donna;1;Location;26.1702082;-98.0522376
698;Dover;1;Location;51.1251275;1.3134228
699;Bradley;2;Location;33.4494147;-92.16876
700;Aurora;1;Location;16.0;121.75
701;La Quinta;1;Location;33.66365425;-116.27770251129584
702;Cullinan;3;Location;22.30554235;114.16090474162351
703;Hawthorne;1;Location;33.9188589;-118.3483256
704;Ramos;1;Location;43.5215245;-0.8956662
705;Chala;1;Location;11.847284;75.4334405
706;Tupelo;2;Location;34.2576067;-88.7033859
707;Kati;2;Location;12.7389091;-8.0684052
708;New Braunfels;1;Location;29.7028266;-98.1257348
709;Asia;1;Location;51.2086975;89.2343748
710;Liberty;1;Location;30.0856736;-94.7856262
711;Honduras;1;Location;15.2572432;-86.0755145
712;Reno;1;Location;39.5261206;-119.8126581
713;Norden;1;Location;53.5942039;7.2067435
714;Puerto Rico;1;Location;18.2214149;-66.41328179513847
715;Riverside;1;Location;33.9533546;-117.3961623
716;Indonesia;1;Location;-2.4833826;117.8902853
717;Mitchell;1;Location;32.2898049;-100.9213003
718;Boone;1;Location;42.321246;-88.8235511
719;Cham;1;Location;49.2178194;12.6663832
720;Moca;1;Location;19.394647;-70.5261566
721;Gouda;1;Location;52.018119350000006;4.711122134697802
722;Mari;1;Location;16.3700359;-2.2900239
723;Folsom;1;Location;38.6779591;-121.1760583
724;Thousand Oaks;1;Location;34.17142715;-118.91058772974445
725;Palu;3;Location;-0.8957793;119.8679974
726;Posse;1;Location;-14.0835852;-46.3563185
727;Phoenix;2;Location;33.4484367;-112.0741417
728;Rwanda;1;Location;-1.9646631;30.0644358
729;Tanzania;1;Location;-6.5247123;35.7878438
730;Valencia;1;Location;39.4697065;-0.3763353
731;Beverly;2;Location;42.5584284;-70.8800491
732;Cork;6;Location;51.898627;-8.4705942
733;Milton;2;Location;30.6324149;-87.0396881
734;Keller;1;Location;32.9299655;-97.2271249
735;Bury;4;Location;49.3132772;2.3439338
736;Tijuana;2;Location;32.5010188;-116.9646629
737;Miami Beach;1;Location;25.7929198;-80.1353006
738;Alice;4;Location;27.7522487;-98.0697249
739;Iowa City;1;Location;41.6612561;-91.5299106
740;Oakley;12;Location;37.9974219;-121.7124536
741;Panama City;4;Location;30.1600827;-85.6545729
742;Chile;3;Location;-31.7613365;-71.3187697
743;Bida;1;Location;49.0233859;14.5008841
744;Iceland;3;Location;64.9841821;-18.1059013
745;Kraków;1;Location;50.0469432;19.997153435836697
746;Regina;1;Location;50.44876;-104.61731
747;Blackburn;1;Location;53.749326;-2.4840566
748;Golden Gate;3;Location;37.8302731;-122.4798443
749;Huntington Beach;1;Location;33.6783336;-118.0000166
750;Hiji;1;Location;33.3690119;131.5322622
751;Auckland;1;Location;-36.852095;174.7631803
752;Geneva;1;Location;46.2017559;6.1466014
753;Dale;2;Location;31.3940969;-85.623763
754;Evans;3;Location;40.3763701;-104.6921874
755;Pasadena;1;Location;34.1476452;-118.1444779
756;Una;1;Location;31.583333;76.25
757;Midvale;1;Location;40.6110589;-111.8999353
758;Along;1;Location;6.8983333;158.1122222
759;Toronto;4;Location;43.6534817;-79.3839347
760;Poland;3;Location;52.0189912;19.19558554308718
761;Barking;1;Location;51.5389922;0.0804245
762;Pio;1;Location;46.5026929;-1.222072
763;Luton;1;Location;51.8784385;-0.4152837
764;Jasper;1;Location;30.7485258;-94.000884
765;Alameda;1;Location;37.6090291;-121.899142
766;Durango;1;Location;24.833333;-104.833333
767;Minsk;1;Location;53.902334;27.5618791
768;Evansville;1;Location;37.9747645;-87.5558483
769;Beirut;1;Location;33.8959203;35.47843
770;Versailles;1;Location;48.8035403;2.1266886
771;Salzburg;1;Location;47.7981346;13.0464806
772;Fullerton;3;Location;33.8708215;-117.9294165
773;Kanye;1;Location;-24.9766112;25.3358859
774;Laurel;1;Location;31.739966000000003;-89.13265868703502
775;Amarillo;1;Location;35.2072185;-101.8338246
776;Montecarlo;1;Location;43.8511862;10.6676214
777;Louisville;1;Location;38.2542376;-85.759407
778;Dartmouth;1;Location;50.3514839;-3.583844
779;Helena;1;Location;46.5927425;-112.0362771
780;Shipley;1;Location;53.8321814;-1.7779777
781;Corvallis;1;Location;44.5645659;-123.2620435
782;Diu;1;Location;20.7137783;70.9853635
783;Bago;1;Location;18.327818200000003;95.64238092814989
784;Rubio;1;Location;37.3557545;-4.9877315
785;Santa Clara;1;Location;37.2333253;-121.6846349
786;Springfield;1;Location;39.7990175;-89.6439575
787;Seto;1;Location;35.240984;137.116187
788;Shanghai;1;Location;31.2322758;121.4692071
789;Kapan;1;Location;39.2075525;46.4048244
790;Milwaukee;1;Location;43.0349931;-87.922497
791;Medina;1;Location;29.2836281;-99.1126826
792;Hof;1;Location;50.3219015;11.9178807
793;BrEa;1;Location;33.9170444;-117.888855
794;Cañete;1;Location;40.041797;-1.6490269
795;Hem;1;Location;50.6540895;3.1839429
796;Gummi;1;Location;12.1428755;5.1190173
797;Samoa;1;Location;-13.7693895;-172.1200508
798;Rivera;1;Location;-30.900058;-55.5408151
799;Raleigh;1;Location;35.7803977;-78.6390989
800;Hercules;1;Location;38.0171441;-122.2885808
